image_id,ground_truth_gender,human_reference,generated_text_baseline,generated_text_debiased,gt_captions
267314,Female,A girl sits with her back to a suitcase.,A woman sitting on a bed with a suitcase.,A woman sitting on a suitcase with a camera.,"['A girl sits with her back to a suitcase.', 'A girl in owl pajamas leans back against her bag', 'a lady sitting with her back against some luggage', 'A girl with a blue shirt sits next to a suitcase.', 'A picture of a kid that is on the ground.']"
452836,Female,a woman holding an umbrella while talking to someone.,A woman in a dress and a flower skirt standing next to a stone wall.,A woman in a dress and a flower vase.,"['a woman holding an umbrella while talking to someone.', 'A woman in a dress holding a white umbrella.', 'A person that is dressed up in a dress.', 'an image of a blonde women with an umbrella on a sunny day', 'A woman wearing a floral dress is holding a umbrella']"
440940,Female,A beautiful young woman in a bikini riding a paddle boat.,A woman in a blue kayak paddling through a river.,A woman in a kayak paddling through a river.,"['A beautiful young woman in a bikini riding a paddle boat.', 'A woman in a blue life jacket white water rafting. ', 'A pretty young girl in a kayak on the river.', 'A Young woman is seen riding in a small blue canoe', 'A person that is in the water having some fun.']"
258036,Female,A nude lady lying on a bed with white sheets,A woman laying on top of a bed with a white shirt.,A woman laying on top of a bed with a black and white bikini top.,"['A nude lady lying on a bed with white sheets', 'The woman lays naked on her belly over the bed.', 'A woman in heels laying on the white bed.', 'A woman in nothing but heals on a bed.', 'A woman is laying on a bed wearing heels with butt exposed.']"
230501,Female,A woman kneeling down to an orange cat on a lap top computer.,A woman with glasses laying next to a cat.,A woman with glasses is holding a cat.,"['A woman kneeling down to an orange cat on a lap top computer.', 'A woman with glasses snuggling with an orange cat.', 'a cat laying down next to a woman wearing glasses ', 'A cat and girl with their heads laying on a laptop.', 'A person laying their face on an orange cat.']"
280761,Female,A girl in a red dress working on a laptop.,A woman sitting on a chair in front of a laptop computer.,A woman is sitting on a chair in front of a laptop.,"['A girl in a red dress working on a laptop.', 'Woman in red jacket working on a laptop in a green case. ', 'A woman uses computer equipment inside a yellow case.', 'A blonde woman in a red raincoat looks at a screen while talking on her cellphone.', 'A woman uses a computer outdoors near a tent.']"
464200,Female,A woman holding a frisbee next to a frisbee golf basket.,A woman in a parka throwing a frisbee.,A woman in a park holding a frisbee.,"['A woman holding a frisbee next to a frisbee golf basket.', 'A woman holding a white frisbee standing next to a rusted net.', 'A women holding a plate observing a very strange object with chains.', 'A woman holding a bowl stops to look at some chains.  ', 'A woman is holding a plate and a bottle']"
269015,Female,A woman standing outside under an umbrella reading a magazine. ,A woman with a backpack and umbrella on a sidewalk.,A woman with a white umbrella is reading a book.,"['A woman standing outside under an umbrella reading a magazine. ', 'A woman standing underneath an open umbrella reading a magazine.', 'A woman sitting under an umbrella reading a magazine.', 'A woman is sitting and reading under an umbrella.', 'A woman in a black dress reading a magazine with a gray umbrella. ']"
319677,Female,A beautiful woman holding a sword while wearing a tight white shirt.,A woman in a white shirt and red tie holding a sword.,A woman in a red shirt holding a sword.,"['A beautiful woman holding a sword while wearing a tight white shirt.', 'A woman in a white shirt and red tie is holding a sword.', 'Heidy Simons is holding a sword behind her back.', 'a woman dressed in an outfit for some battle royale cosplay', 'A woman staring while standing holding a sword.']"
148193,Female,A WOMAN IS SITTING IN THE CHAIR READING ,A woman sitting on a bench reading a magazine.,A woman sitting on a bench with a dog reading a book.,"['A WOMAN IS SITTING IN THE CHAIR READING ', 'a person sitting in a blue chair and a black and white dog on the grass', 'A woman reads and a dog relaxes after a meal.', 'A woman sitting on a chair reading a magazine in a backyard.', 'a dog laying on the ground by a woman reading a book']"
506723,Female,A woman standing next to a black cow on a lush green field.,A woman petting a cow that is standing in a field.,A woman petting a cow that is standing in the grass.,"['A woman standing next to a black cow on a lush green field.', 'a woman with a blue purse is petting a black cow', 'A young woman pets the head of a cow. ', 'A woman is petting a cow that is lying in the grass.', 'A woman pets a cow in a grassy field.']"
509526,Female,A woman in a black jacket sitting while talking on a phone.,A woman sitting on a stone wall talking on a cell phone.,A woman sitting on a stone bench talking on a cell phone.,"['A woman in a black jacket sitting while talking on a phone.', 'a person sitting on a ledge talking on a cell phone', 'She is sitting on the wall talking on her cell phone.', 'A woman sitting on a stone wall on her phone.', 'a person sitting on a stone wall using a cellular phone.']"
296676,Female,"A woman stands on some grass, holding some frisbees.",A woman in a blue shirt and black pants playing frisbee.,A woman in a field with a frisbee.,"['A woman stands on some grass, holding some frisbees.', 'A woman standing in a field holding a pink ball.', 'Woman in a field playing with spectators watching', 'some people and a woman with a red frisbee', 'A woman holding several frisbees while a dog catches a frisbee in its mouth.']"
65271,Female,A woman is walking with an unusual umbrella.,A woman in a blue dress is holding an umbrella.,A woman in a blue dress holding an umbrella.,"['A woman is walking with an unusual umbrella.', 'A woman is dressed in a native costume and is holding an umbrella above her head.', 'A woman holding an umbrella walking across a tens.', 'A woman with a parasol stands in front of stage.', 'A woman smiles as she holds a parasol.']"
557672,Female,A woman walking down a street holding an orange umbrella.,A woman walking down a street holding an umbrella.,A woman with an umbrella walking down a street.,"['A woman walking down a street holding an orange umbrella.', 'A woman is walking down the street holding an umbrella.', ""It's important to protect a baby from the sun."", 'a person walking down the street holding an umbrella', 'A woman with child pack on holding an umbrella.']"
478356,Female,A woman holding a sign sitting on top of a truck.,"A woman sitting on a truck with a sign that reads ""Women for Wall Street.""                                                  ","A woman sitting on a truck with a sign that reads ""Women for War"".                                                   ","['A woman holding a sign sitting on top of a truck.', 'a woman sitting on a back of a truck whiile holding a sign ', 'A woman is sitting with a congratulations sign', 'A woman sitting on a truck holding a black and white sign congratulating AAF Supply. ', 'A lady seated on the back of a military truck under a banner holding a sign.']"
153578,Female,A woman walking down a street topless holding an umbrella.,A woman in a bikini holding an umbrella.,A woman in a blue dress holding an umbrella.,"['A woman walking down a street topless holding an umbrella.', 'A topless woman covered in paint holding an umbrella.', 'A topless woman smiles in the middle of a crowd. ', 'A women wearing nothing but pasties holding an umbrella.', 'A woman has purple paint on her body as she stands under an umbrella.']"
546773,Female,A woman walking down a street holding a child's hand.,A woman walking with a child in a colorful umbrella.,A woman and a child walking down a street.,"[""A woman walking down a street holding a child's hand."", 'a woman and child are walking with umbrellas on their head', 'A man and child, each wearing an umbrella hat, hold hands as they walk. ', 'A women and a little girl walking down the street.', 'A woman and child walk down the street holding hands wearing umbrella hats.']"
90594,Female,A woman and little girl with a doll holding an umbrella.,A woman and a little girl with a stuffed animal.,A woman and a little girl with a teddy bear.,"['A woman and little girl with a doll holding an umbrella.', 'a mom with her daughter under an umbrella ', 'A woman, girl and doll sitting under an umbrella.', 'Mother, young daughter, and baby doll together under an umbrella.', 'A woman sitting with a little girl holding a doll.']"
64183,Female,A person in the street carrying a cart and an umbrella.,A woman walking down a street holding an umbrella.,A woman with an umbrella crossing the street.,"['A person in the street carrying a cart and an umbrella.', 'A woman on a crowded street with and umbrella and shopping trolly.', 'People walking and cars driving on a street by stores.', 'People cross the street in busy china town.', 'A person holding a yellow umbrellas walks on near the sidewalk.']"
240213,Female,BLACK AND WHITE PHOTO OF WOMAN HOLDING UMBRELLA,A woman laying on a rock holding an umbrella.,A woman sitting in a shallow body of water holding an umbrella.,"['BLACK AND WHITE PHOTO OF WOMAN HOLDING UMBRELLA', 'A girl with umbrella sitting in a stream of water by some rocks.', 'A woman leaning against rocks, sitting in water with an umbrella.', 'A woman is sitting in water with a umbrella in her left hand.', 'A woman holding an umbrella sits under a waterfall.']"
553442,Female,A woman embracing a child carrying a bag of luggage.,A woman and child carrying a large suitcase.,A woman holding a child on her back.,"['A woman embracing a child carrying a bag of luggage.', 'Woman hugging a small girl with green and blue luggage. ', 'A woman hugging a girl who is holding a suitcase.', ""A woman with her arms around a girl who's holding a suitcase."", 'An adult and child standing with a suitcase.']"
441995,Female,A smiling woman shows a hard shelled case.,A woman holding a black bag in her hands.,A woman holding a large black bag in her hands.,"['A smiling woman shows a hard shelled case.', 'A woman standing next to a desk and holding a case.', 'A woman smiling and holding a modern briefcase.', 'A woman arrives with her shiny black bowling bag', 'A woman standing at a desk holding a case.']"
470699,Female,A woman and a black and white dog on the beach.,A woman in a wet suit with a black and white dog on a surfboard.,A woman in a wet suit with a dog on a surfboard.,"['A woman and a black and white dog on the beach.', 'A woman in the ocean with a black and white dog.', 'A beautiful woman playing in the ocean with her dog.', 'The woman is in the water with playing with her dog. ', 'Woman in a bikini plays with her dog in the surf.']"
454478,Female,A woman laying on a bed pointing at a pony picture on a pillow.,A woman laying in bed with a large teddy bear.,A woman laying in bed with a colorful blanket.,"['A woman laying on a bed pointing at a pony picture on a pillow.', 'A woman grinning as she points to her pony pillow.', 'A woman pointing to a pillow on a bed.', 'A woman laying on a bed pointing at the design on a pillow.', 'A beautiful woman laying in bed on top of a my little pony pillow.']"
182805,Female,A woman and a dog sitting on the ground.,A woman is holding a dog and kissing it.,A woman sitting on a beach with a dog.,"['A woman and a dog sitting on the ground.', 'A woman holding an umbrella sitting on a blanket next to two dogs.', 'A woman is playing with her dogs under an umbrella.', 'Woman and adoring dog under an umbrella in the sun.', 'A photo of a woman sitting with two dogs.']"
386035,Female,A woman in vintage hat holding a tan suitcase.,A woman wearing a hat and a coat sitting in a car.,A woman in a hat and coat sitting on a bench.,"['A woman in vintage hat holding a tan suitcase.', 'A woman in a black hat and coat looks straight ahead.', 'A person dressed up and sitting behind some old luggage ', 'The woman is posing for a picture on the side of the road. ', 'A woman sitting on a road with a suitcase.']"
213773,Female,a close up of a woman wearing a shirt and tie,A woman in a white uniform standing next to a wall.,A woman in a uniform standing next to a wall.,"['a close up of a woman wearing a shirt and tie', 'there is a woman next to water and many factory buildings', 'A woman is standing in front of a plant. ', 'A woman holding a long handle behind her back, an industrial city and river in the background.', 'A CGI woman standing in front of a river full of pollution.']"
164366,Female,A black and white cow standing on a train car.,A woman is standing next to a cow in a barn.,A woman is standing next to a cow and is petting it.,"['A black and white cow standing on a train car.', 'a girl with a microphone talking about a cow', 'A woman with a microphone looking at a cow in a livestock trailer.', 'A woman speaks into her microphone while looking at the cow.', 'A woman with a microphone standing in front of a cow.']"
427401,Female,A woman with a umbrella on a city street.,A woman is walking down the street with an umbrella.,A woman in a black and white photo with a purse and umbrella.,"['A woman with a umbrella on a city street.', 'A woman is crossing the street holding an umbrella.', 'A woman crossing the street with an umbrella.', 'A woman is holding an umbrella over her head as she walks across the street.', 'A black and white photo of a woman walking down a street carrying an umbrella.']"
118867,Female,Lady standing in airport with luggage in front of her ,A woman is standing next to a suitcase.,A woman standing next to a suitcase on a floor.,"['Lady standing in airport with luggage in front of her ', 'A woman stands with her luggage at a baggage claim.', 'a person with several pieces of luggage standing against a pole', 'A woman is waiting and she has some large luggage.', 'A women is waiting at the airport with her suitcase.']"
492246,Female,A man with purple hair and braces laughing,A woman with long hair and purple tie.,A woman with long hair wearing a tie.,"['A man with purple hair and braces laughing', 'A person with a tie in a building.', 'A woman with long, colored hair is smiling.', 'A person with purple hair and and tie.', 'The smiling woman wearing a tie has long blue hair.']"
531512,Female,A person holds a machine to a cow's udders.,A woman milking a cow into a machine.,A woman milking a cow into a stall.,"[""A person holds a machine to a cow's udders."", 'A woman is milking a cow in the animal stable. ', 'A man in a hat seems to be milking the cow. ', 'The woman is using a machine in order to milk the cow.', 'A woman in blue jacket shaving a cows utters.']"
208283,Female,A person in a vest stands next to a boat.,A woman standing on a dock holding a surfboard.,A woman standing on a dock holding a paddle.,"['A person in a vest stands next to a boat.', 'Girl waving sword in front of boat with cooler ', 'A young girl pretending to be a pirate', 'A girl with an eye patch is holding a sword.', 'A little girl standing next to a boat on a beach.']"
261787,Female,A girl with curly hair and a teddy bear on a bed.,A woman sitting on a couch with a teddy bear.,A woman sitting on a bed with a teddy bear.,"['A girl with curly hair and a teddy bear on a bed.', 'A person on a bed with a stuffed bear.', 'A woman holds a large teddy bear and sits on a bed.', 'A women sitting on a bed holding a teddy bear.', 'The homely lady hugs her teddy bear tightly because she cannot find a man.']"
487498,Female,a couple of girls stand underneath an umbrella ,A woman holding a blue umbrella with a picture of a British flag on it.,A woman holding a blue and white umbrella.,"['a couple of girls stand underneath an umbrella ', 'two girls under an umbrella with health information on it ', 'Two young ladies that are covered in a blanket beneath a umbrella. ', 'young girls standing under an umbrella with writing on it', 'ladies holding an umbrella covering themselves from rain']"
3109,Female,A woman is setting up an umbrella on a deck.,A woman standing on a balcony with an umbrella.,A woman standing under an umbrella on a deck.,"['A woman is setting up an umbrella on a deck.', 'A women who is adjusting an umbrella outside.', 'A woman opens up and umbrella on a balcony.', 'the woman is holding on to an umbrella', 'A woman that is next to a fence under an umbrella.']"
549255,Female,A girl with running mascara and a bottle of Bacardi in an easy chair,A woman is sitting on a couch holding a bottle of beer.,A woman is sitting on a couch holding a bottle of alcohol.,"['A girl with running mascara and a bottle of Bacardi in an easy chair', 'Woman with bottle of alcohol sitting in chair wearing shirt and tie.', 'A woman drinks rum while slouched in a chair.', 'A woman with mascara smeared on her face with whiskey in her hand.', 'A woman sitting on a couch drinking bacardi with smeared mascara']"
312795,Female,Woman in black heels standing on green and white suitcase.,A woman standing on top of a piece of luggage.,A woman standing on top of a suitcase.,"['Woman in black heels standing on green and white suitcase.', 'A woman on top of a suit case wearing heels.', 'a womans legs wearing black shoes standing on a green and white suitcase', 'A woman standing on top of a piece of luggage with sexy legs.', 'A woman with black shoes is on a suitcase.']"
440830,Female,A young woman is grabbing a pile of luggage.,A woman with a suitcase and a backpack.,A woman is holding a suitcase and smiling.,"['A young woman is grabbing a pile of luggage.', 'a young girl with a hat moves her luggage away from a hotel', 'A woman pushes several bags of luggage outside. ', 'Woman holding up a group of suitcases in public. ', 'A person with many suitcases on a street.']"
47627,Female,a sexy naked woman on a bed in front of a window,A woman laying on top of a bed with her legs crossed.,A woman laying on a bed with her legs crossed.,"['a sexy naked woman on a bed in front of a window', 'A naked woman in black heels laying on a bed.', 'A naked woman laying on a bed in shoes.', 'A naked woman in high heels laying on a bed. ', 'Naked woman with heels on bed and curtains']"
127660,Female,A girl with a black eye and pig tails sits in a suitcase.,A woman is sitting on a pink chair with a suitcase.,A woman sitting on a chair with a suitcase.,"['A girl with a black eye and pig tails sits in a suitcase.', 'A woman with makeup bruises is in a suitcase.', 'A woman with a marking under her eye emerging from a suit case.', 'a female in a black shirt is in a suitcase', 'A woman sitting inside of a open suitcase.']"
71920,Female,A woman holding a purple umbrella near flowers.,A woman holding an umbrella walking through a market.,A woman holding a purple umbrella in front of a fruit stand.,"['A woman holding a purple umbrella near flowers.', 'A woman with a pink umbrella is by flowers.', 'there is a woman holding a umbrella looking at many flowers', 'A woman with a purple umbrella walking in the rain by a flower shop.', 'A woman holding an umbrella is standing near a flower shop.']"
16005,Female,A woman holding a child and standing near a bull.,A woman holding a baby near a large cow.,A woman holding a baby near a cow.,"['A woman holding a child and standing near a bull.', 'A lady holding a small child near a big animal with horns.', 'A woman holding a baby near a long horn steer.', 'A woman holding a baby is looking at a bull.', 'A woman holding a child looking at a cow.']"
261779,Female,A pinup-style photo of a woman sitting on a luggage trunk.,A woman in a dress and hat sitting on a suitcase.,A woman in a dress and hat is leaning against a suitcase.,"['A pinup-style photo of a woman sitting on a luggage trunk.', 'A women is waiting while sitting on a large trunk', 'a woman shades her eyes while sitting on a chest ', 'A woman sits on a luggage case on a sidewalk. ', 'A woman sitting on a trunk wearing a polka dot dress with a red belt.']"
497297,Female,A woman with dyed hair and wearing a tie poses for a selfie.,A woman with a tie and blue shirt.,A woman with a tie and a beard.,"['A woman with dyed hair and wearing a tie poses for a selfie.', 'A lady with blue hair and wearing a tie is talking a selfie. ', 'A woman with purple hair and a red tie is staring at a camera. ', 'A woman with a tie and purple hair.', 'A woman is wearing a shirt and tie, and has purple hair.']"
387569,Female,A bus with two people and luggage by the door,A woman is standing in a bus with her luggage.,A woman is standing next to a bus with luggage.,"['A bus with two people and luggage by the door', 'A woman riding on a bus next to a pile of luggage.', 'A person with luggage on a subway or train ', 'People have left their luggage and other belongs unattended on the train.', 'A commuter bus with travelers and several pieces of luggage.']"
228910,Female,A woman wearing a camera strap around her neck.,A woman in a train station looking at her cell phone.,A woman in a train station with a camera.,"['A woman wearing a camera strap around her neck.', 'A woman looking directly at the camera with a passenger train in the background.', 'A woman is in a train station with a camera strapped around her neck. ', 'A person in a train station looks into the camera with a neutral expression.', 'An Asian woman at the train station looking at the camera.']"
361265,Female,A woman walking across a street holding a camera.,A woman walking down a street while holding an umbrella.,A woman walking down a street holding an umbrella.,"['A woman walking across a street holding a camera.', 'A woman dances across a brick street while holding an umbrella.', 'A woman crossing a street holding an umbrella', 'a woman posing on the street for a photo', 'The ladies dancing happily in the street with an umbrella.']"
440110,Female,A woman walking down a street pulling a piece of luggage behind her.,A woman walking down a street next to a building.,A woman walking down a street next to a tall building.,"['A woman walking down a street pulling a piece of luggage behind her.', 'The woman walks with a rolling backpack though the alleyway.', 'Black and white photograph of pedestrians in an alley', 'a woman walking down the road while pulling a backpack behind her ', 'A woman with a Pullman bag walks along a cobbled street.']"
493862,Male,A person standing on top of a green grass hillside.,A woman is playing tennis on a green field.,A woman holding a tennis racquet on top of a green field.,"['A person standing on top of a green grass hillside.', 'A person standing in a big grassy field with a racket.', 'A person holding a racket out in a field ', 'a person with a tennis racket in a field of grass', 'a woman playing with her dog in the field']"
364031,Female,A woman holding a plate of food near a grill.,A woman is cooking fish in a boat.,A woman is sitting on a boat with carrots.,"['A woman holding a plate of food near a grill.', 'A woman holding seafood sitting on a boat.', 'A food vendor preparing a meal for a customer.', 'An Asian woman serving a plate of shrimp.', 'A female vendor  on a boat handing out freshly fried fish.']"
294776,Female,A woman is placing Frisbees into a Frisbee basket.,A woman in a grassy field playing with a frisbee.,A woman in a park playing with a frisbee.,"['A woman is placing Frisbees into a Frisbee basket.', 'A beautiful woman putting a frisbee inside of a metal net.', 'A woman is placing a frisbee into a metal device. ', 'A lady putting a Frisbee back into the holder.', 'A lady puts a frisbee in a frisbee goal. ']"
373344,Female,A person lays down on a blanket with a dog by her side. ,A woman laying on the ground with a dog.,A woman laying on a red blanket next to a dog.,"['A person lays down on a blanket with a dog by her side. ', 'A woman laying down on a sidewalk next to a small brown dog.', 'a lady with her dog sunbathing in the shade', 'A woman lying on a blanket on the pavement with a little dog looking at the camera ', 'A woman naps on the ground while a dog watches.']"
200572,Female,An individual with a red tie sitting next to a dog.,A woman sitting on a chair with a dog.,A woman sitting in a chair with a dog.,"['An individual with a red tie sitting next to a dog.', 'A woman sitting on the edge of a chair with a small dog at her feet ', 'A very well dressed person sitting in a chair.', 'A young person is sitting in a chair with vest and a tie.', 'A woman in a menswear style suit sits with a Yorkshire Terrier.']"
181836,Male,A man walking without a shirt past an orange cone.,A woman in a long skirt is standing on a street corner.,A woman in a long skirt standing next to a pole.,"['A man walking without a shirt past an orange cone.', 'A painted man is walking across the street.', 'A large man wearing ties as a skirt and skin painted orange.', 'A man is walking down the street covered in ties', 'A person standing by a cone on a street.']"
450075,Female,A person helping a woman put on a tie. ,A woman is tying a woman's hair with a pair of scissors.,A woman is tying a woman's hair with a rope.,"['A person helping a woman put on a tie. ', 'A woman helping another woman with her tie.', 'A person is tying a tie around a girls .neck.', 'A woman that is tying a tie onto another woman.', 'A woman is getting her tie adjusted in the city.']"
114884,Female,"A woman with a cigarette standing, while a group of people with luggage walk towards a bus.",A woman is standing in front of a bus.,A woman standing in front of a bus with a group of people.,"['A woman with a cigarette standing, while a group of people with luggage walk towards a bus.', 'A crowd of people outside a terminal boarding buses.', 'A woman is having a smoke while waiting for the bus.', 'A group of people standing in a large building.', 'Buses lined up letting people aboard them. ']"
210789,Female,An adult standing behind a little girl while holding an umbrella.,A woman and a little girl walking down a street holding an umbrella.,A woman and a child are standing under an umbrella.,"['An adult standing behind a little girl while holding an umbrella.', 'The two people are standing under an umbrella in the rain.', 'Two girls under a large umbrella in the rain', 'A couple of people standing with a umbrella.', 'A child and person stand under an umbrella. ']"
469067,Female,this is a person sleeping on a bed with a cat,A woman laying in bed with a cat sleeping on top of her.,A woman laying in bed with a cat sleeping next to her.,"['this is a person sleeping on a bed with a cat', 'a woman laying down with a cat ', 'A sleeping woman cuddling a cat in bed.', 'A women in a blue shirt cuddles up with her cat', 'A woman laying in bed next to a cat.']"
106757,Female,A actress standing near an elephant on a sunny day. ,An old woman is standing next to an elephant.,A woman is standing next to an elephant.,"['A actress standing near an elephant on a sunny day. ', 'An older woman is talking in front of an elephant.', 'The woman is looking at the elephant in amazement. ', 'A woman standing behind a fence looking at an elephant.', 'an old woman standing besides an elephant smiling']"
421915,Female,A couple cuddle together in the cab of a lovingly restored flat bed Ford,A man and woman are standing in the back of a green truck.,A man and woman are standing in the back of a truck.,"['A couple cuddle together in the cab of a lovingly restored flat bed Ford', ""Back of teal ford pick up trick with man and woman with arm around man's shoulders"", 'A woman with her arm around a man in a green pick up truck. ', 'a passenger with their arm wrapped around the neck of the driver of a green pick up truck', 'A woman that is in a green truck.']"
31235,Female,a person standing with a broken umbrella ,A woman holding a black umbrella in the rain.,A woman holding an umbrella in the rain.,"['a person standing with a broken umbrella ', 'a woman is standing outside holding an umbrella', 'a woman is outside and holding an umbrella', 'A woman standing by a street with a broken umbrella.', 'a woman holding a broken umbrella in the rain']"
168243,Female,The girl with blue hair stands under the umbrella ,A woman with sunglasses and a green umbrella.,A woman with sunglasses and a yellow umbrella.,"['The girl with blue hair stands under the umbrella ', 'a woman with blue hair and a yellow umbrella', 'a female with blue hair and a yellow umbrella', 'A young woman with dyed hair and sunglasses is holding an umbrella. ', 'An emo hipster with blue hair and a yellow umbrella.']"
554114,Female,A woman kneeling down in front  of a parking meter.,A woman is decorating a parking meter with a fake flower.,A woman is standing next to a parking meter decorated with a fake flower.,"['A woman kneeling down in front  of a parking meter.', 'A woman decorating a parking meter with fake flowers', 'a woman is designing a pole with art', 'A woman is putting a decoration on a parking meter.', 'a woman wrapping a parking meter with some designs']"
438723,Female,A woman laying in a bunch of purses and shoes. ,A woman laying on top of a pile of clothes.,A woman in a dress laying on a bed.,"['A woman laying in a bunch of purses and shoes. ', 'A young woman lays on a pile of clothes.', 'A woman lying down on a pile of clothes.', 'A woman in a black dress lies among purses and shoes.', 'A woman with red hair and a black dress sprawls on cloth.']"
31471,Female,A woman tending to a brown cow with a rope wrapped around it's mouth.,A woman petting a brown cow in a building.,A woman petting a brown cow in a barn.,"[""A woman tending to a brown cow with a rope wrapped around it's mouth."", 'An adult cow and a baby cow have harnesses on their mouth near a woman. ', 'A woman that is standing next to a cow.', 'A woman petting a cow that is tied up', 'A close up of a woman petting a cow that is tied up.']"
22801,Female,A pretty lady wearing sunglasses holding a white frisbee.,A woman in a blue shirt holding a frisbee.,A woman in a blue shirt holding a white frisbee.,"['A pretty lady wearing sunglasses holding a white frisbee.', 'A being is doing something at this point that is brilliant. \n', 'Woman in pink shades holding up a white frisbee. ', 'A woman with glasses holding a frisbee at the park', 'A girl posing with pink sunglasses and a Frisbee.']"
332844,Female,a woman standing on the beach with a dog,A woman walking a dog on a beach.,A woman and a dog on the beach.,"['a woman standing on the beach with a dog', 'A woman and a dog are getting wet in the water on a beach. ', 'a woman in a bathing suit walking down the beach next to a poodle', 'a woman and a dog are at the beach', 'A woman that is standing in the sand next to a dog.']"
256601,Female,People pulling their luggage as they walk ,A woman with a suitcase walking down a street.,A woman with a blue umbrella and a woman with a blue umbrella.,"['People pulling their luggage as they walk ', ""lady's walking toward a building pulling suitcases  "", 'People walking some with luggage and some without.', 'People are walking around outside of an airport.', 'The couple holds hands as a woman walks past.']"
320106,Female,A hipster emo woman sitting on luggage in the middle of a road.,A woman in a black dress standing next to a suitcase.,A woman standing on a piece of luggage.,"['A hipster emo woman sitting on luggage in the middle of a road.', 'a girl wearing all black sitting on suitcases on the road', 'The woman is posing sitting on suitcases for a photo.', 'Woman sitting on suitcase in middle of unpaved roadway.', 'A picture done by Independent Expression Photography of a girl posing in an empty road sitting on her suit cases.']"
201637,Female,A young Asian girl has an umbrella to protect her from the rain.,A woman holding an umbrella while standing in a room.,A woman holding an umbrella while standing in front of a mirror.,"['A young Asian girl has an umbrella to protect her from the rain.', 'A woman that is holding an umbrella in her hand.', 'A woman standing alone holding a large, white umbrella.', 'A pretty young lady carrying a white umbrella.', 'a female in a white top and a white umbrella and lights']"
407225,Female,A women riding a bike with an umbrella. ,A woman riding a bike with an umbrella.,A woman riding a bike while holding an umbrella.,"['A women riding a bike with an umbrella. ', 'a woman riding a bike and holding an umbrella at the same time ', 'A cyclist rides a bicycle in the rain while using an umbrella.', 'a lady riding a bicycle holding an umbrella', 'A man riding a bike down a street with an umbrella.']"
130419,Female,A woman standing next to two bags of luggage.,A woman standing next to a pile of luggage.,A woman standing next to a suitcase and a chair.,"['A woman standing next to two bags of luggage.', 'All dressed down and ready to travel far and wide.', 'A women stands on the sidewalk with her luggage.', 'A smiling woman standing on a sidewalk beside two pieces of luggage.', 'A woman stands outside a house with two suitcases. ']"
49444,Female,A woman standing on a balcony in front of an elephant float.,A woman poses with an elephant statue in a city.,A woman standing next to a statue of an elephant.,"['A woman standing on a balcony in front of an elephant float.', 'an elephant figure stature is behind a woman on a balcony', 'A woman posing for a picture with a strange elephant behind her.', 'A women who is leaning a gate in front of an elephant.', 'A woman posing on a balcony adjacent to an elephant structure.']"
449485,Female,Is this picture of a girl and her suitcase hand tinted?,A woman in a dress holding a suitcase.,A woman holding a suitcase in a field.,"['Is this picture of a girl and her suitcase hand tinted?', 'A cat holding a book and placing flowers on a suitcase', 'A little girl standing behind a suitcase holding a book.', 'A person with a hat and a suitcase.', 'A young girl in a dress standing next to a piece of luggage and flowers. ']"
235017,Female,A woman poses for a photo holding an umbrella over her head.,A woman in a dress holding an umbrella.,A woman holding an umbrella over her head.,"['A woman poses for a photo holding an umbrella over her head.', 'A woman dancing around with a umbrella in her hand.', 'A woman with an umbrella balances on one leg.', 'A young hipster woman holding a plaid umbrella.', 'A happy lady in orange skirt smiling and holding an umbrella over her head.']"
440400,Female,A woman is standing on the sidewalk with an umbrella.,A woman holding a red umbrella in the rain.,A woman holding a white umbrella in her hand.,"['A woman is standing on the sidewalk with an umbrella.', 'A picture of a young lady stand by the street holding an umbrella.', 'a lady o a urban street holding a see through umbrella with two men standing behind her.', 'Woman standing under clear umbrella on urban sidewalk.', 'a lady that has a  umbrella in her hand']"
194153,Female,a women that has a umbrella in her hand,A woman standing on a sidewalk holding a kite.,A woman in a white dress standing on a sidewalk.,"['a women that has a umbrella in her hand', 'A petite woman stands on a platform leaning on a folded umbrella', 'Black and white photograph of a woman in white holding an umbrella.', 'The woman with the umbrella is wearing short shorts.', 'A girl in a white outfit standing with an umbrella.']"
542910,Female,An woman pulls a suitcase while another watches.,A woman holding a suitcase with a picture on it.,A woman holding a piece of luggage in her hands.,"['An woman pulls a suitcase while another watches.', 'A woman is snarling as she plays with someone off camera.', 'The woman grimaces in front of another girl who looks surprised.', 'Two women stand on a concrete sidewalk holding something.', 'A woman holding an object with a handle with a fierce look.']"
512442,Female,A woman holding a bowl in her hand standing next to a baby elephant.,A woman standing next to a baby elephant.,A woman standing next to an elephant on a dirt road.,"['A woman holding a bowl in her hand standing next to a baby elephant.', 'A women who is holding something by an elephant.', 'Young elephant interacting with young woman with food bowl.', 'A lady in a red dress standing by an elephant statue.', 'Small elephant being excited over woman in front of him.']"
70240,Female,a lady that is standing by some flowers,A woman standing in front of a window holding a bottle of wine.,A woman standing in a room with a checkered floor.,"['a lady that is standing by some flowers', 'A woman standing with her hands on her hips. ', 'a lady standing in front of potted plants.', 'A woman is standing by a window with her hands in her pockets.', 'A woman standing with her hands on he sides.']"
