image_id,ground_truth_gender,human_reference,generated_text_baseline,generated_text_debiased,gt_captions
392320,Male,mANY CHEFS WORK ON COOKING FOOD IN THE KITCHEN.,Chefs in a kitchen preparing food in a large pot.,Chefs in a kitchen preparing food in a restaurant.,"['mANY CHEFS WORK ON COOKING FOOD IN THE KITCHEN.', 'Chefs in a kitchen at a restaurant gathering food together.', 'A man preparing food in a kitchen next to a pile of plates.', 'A restaurant with prep cooks in the back ground', 'Staff in kitchen with stainless serving compartments and white plates.']"
581654,Female,A dog approaches two sheep in front of onlookers.,A couple of sheep standing next to each other.,A dog is herding sheep in a pen.,"['A dog approaches two sheep in front of onlookers.', 'A black and white dog standing in front of two sheep.', 'A  group of sheep with a dog in an arena', 'Two lambs in a fenced in area with a dog.', 'A sheepdog prepares to guide a sheep into a corral.']"
146112,Male,A man standing next to a bike inside of a building.,A man standing in front of a bike with a bike helmet on.,A man standing in front of a bike with a blender.,"['A man standing next to a bike inside of a building.', 'A man is standing on a platform with his bicycle dressed in a jersey and bike shorts with two women at a table behind him. ', 'A man wearing biking apparel standing inside a building with his bike.', 'A man speaking into a microphone on a stage with a bicycle and dressed in cyclist gear.', 'Man in cycling clothes drinking beside his bicycle. ']"
410350,Male,Two cooks standing at the counter on a kithchen next to bottles.,Two chefs standing in a kitchen preparing food.,Two chefs in a kitchen preparing food in a restaurant.,"['Two cooks standing at the counter on a kithchen next to bottles.', 'Two chefs in a kitchen with brown wood cabinets.', 'A view of a mirror above a chefs kitchen table', 'Two servers standing at the hot bar ready to serve customers.', 'Two chefs look into a large mirror in a kitchen.']"
449466,Male,A man prepares food in a restaurant kitchen.,A man is cooking in a kitchen with another man.,A man is preparing food in a kitchen.,"['A man prepares food in a restaurant kitchen.', 'A man preparing food in a kitchen on a counter.', 'A chef is cooking some food on the grill', 'The chef is preparing a dish with a long pan.', 'a man wearing an apron standing in a kitchen ']"
560373,Male,A tan dog with sky blue eyes posing for a picture with a man sitting on a chair in the background.,A dog sitting on a chair in a room.,A dog sitting on a chair in front of a man.,"['A tan dog with sky blue eyes posing for a picture with a man sitting on a chair in the background.', 'A dog is sitting in front of a man who is smiling. ', 'A blue eyes dog look dubious as his owner smiles behind him.', 'a dog with blue eyes sits in front of a man with a suitcase', 'A dog sits in front of his owner and suitcase. ']"
562150,Female,A little girl holding a kitten next to a blue fence.,A young girl holding a cat on top of a bike.,A girl holding a cat on a bike.,"['A little girl holding a kitten next to a blue fence.', 'Girl in a tank top holding a kitten in her back yard', 'A young girl is holding a small cat.', 'Girl with a yellow shirt holding a small cat', 'A girl smiles as she holds a kitty cat.']"
147740,Female,A woman walking while carrying bananas on her hat.,A woman carrying a bunch of bananas on her head.,A woman with a hat on her head walking down the street.,"['A woman walking while carrying bananas on her hat.', 'A woman carrying a bunch of bananas on her head walking down a street.', 'Woman carrying a bunch of bananas on top of her hat. ', 'A woman walks down the street with bananas on her hat', 'A lady walks down the street with bananas on her head']"
312175,Female,A woman standing outside with her black luggage.,A woman standing next to a car trunk with luggage.,A woman standing next to a car with luggage.,"['A woman standing outside with her black luggage.', 'a person with travel luggage next to a car', 'a woman with three pieces of luggage outside', 'Smiling woman standing with luggage in front of her car', 'A woman with three suitcases stands in front of a car.']"
303321,Male,A biker with a helmet on is standing behind two motorcycles.,A man standing next to two motorcycles in a parking lot.,A man in a helmet is standing next to a motorcycle.,"['A biker with a helmet on is standing behind two motorcycles.', 'A man in a helmet is standing beside two parked motorcyced', 'A guy with a helmet on stands next to a motorcycle.', 'A man is standing next to  two motorcycles.', 'A picture of a person in leather and helmet standing behind two motorcycles.']"
167724,Female,A woman holding a big spoon while cooking spaghetti.,A person stirring a pot of food in a kitchen.,A person stirring a pot on top of a stove.,"['A woman holding a big spoon while cooking spaghetti.', 'A person lifting pasta out of a steaming pot.', 'A woman in the kitchen stirring a pot', 'A woman strains pasta out of a pot on the stove.', 'A woman lifts pasta out of a pot.']"
263687,Male,a person in an office setting sitting in a chair,A man sitting in a chair with a blue chair.,A man sitting in a chair with a blue shirt and a blue tie.,"['a person in an office setting sitting in a chair', 'Man sitting in blue chair smiling while another stands in the back.', 'A man in a blue shirt sits in his office chair.', 'An Asian gentleman sitting in a blue chair at an open office area.', 'Young Japanese man smiling in his chair possibly in his office.']"
204507,Male,THERE ARE TWO PEOPLE THAT ARE STANDING TOGETHER ,Two men sitting at a table with food and drinks.,Two men sitting at a table under a umbrella.,"['THERE ARE TWO PEOPLE THAT ARE STANDING TOGETHER ', 'A couple of men hanging out sitting outside', 'Two men sitting together point at something in the distance. ', 'Two men at a cafe looking at something.', 'Two men standing next to each other outside']"
441586,Male,"MAN ON A CONTRAPTION, SURROUNDED BY A BICYCLE AND ANOTHER PERSON",A man is standing next to a motorcycle on the beach.,A man is riding a motorcycle with a side cart.,"['MAN ON A CONTRAPTION, SURROUNDED BY A BICYCLE AND ANOTHER PERSON', 'A man on a piece of equipment resembling a bicycle that has very large wheels.', 'A man on a beech vehicle making his way thru the sand.', 'a person riding a two thick wheeled bike on sand ', 'A man standing on a vehicle with two large wheels.']"
139169,Male,Two magazine photos of a motorcycle and rider.,A motorcycle is seen in a book with a picture of a man on it.,A motorcycle is seen on a book cover.,"['Two magazine photos of a motorcycle and rider.', 'A photograph of a man riding a dirt bike on a dirt track.', 'An open book displays earlier times of motocross racing.', 'a close up of an open book with a person riding a dirt bike', 'A book opened to a page depicting a motor bike race.']"
528962,Male,A dump truck passing a gentleman on a bicycle loaded with wood benches.,A man riding a bike past a truck.,A man riding a bike past a truck with a large wooden box on the back.,"['A dump truck passing a gentleman on a bicycle loaded with wood benches.', 'A person that is riding next to a car.', 'A man riding a bike with a bunch of wood on it next to a truck.', 'A man on a bicycle is carrying wooden benches.', 'A man on a bicycle is carrying several tables.']"
261603,Male,An older gentleman is taking a ride on his motorcycle. ,A man in a suit riding a motorcycle.,A man in a suit riding a motorcycle down a street.,"['An older gentleman is taking a ride on his motorcycle. ', 'a person wearing a suit riding a scooter ', 'An older man wearing a suit and tie rides a motor cycle.', 'A picture of a person riding a motorcycle on the street.', 'a man in a suit riding a motorcycle on a street']"
45976,Male,A man standing in front of a mirror shaving,A man is shaving his face in the bathroom mirror.,A man is shaving his face in the bathroom.,"['A man standing in front of a mirror shaving', 'A man with no reflection as he shaves', 'A man shaving his face in a bathroom mirror above a sink.', 'Picture of man shaving but mirror looks headless.', 'A man in a blue shirt shaving his face.']"
579468,Female,A beautiful woman with a blue fro brushing her teeth with a giant toothbrush.,A woman with a blue wig and a toothbrush in her mouth.,A woman with a blue toothbrush in her mouth.,"['A beautiful woman with a blue fro brushing her teeth with a giant toothbrush.', 'an image of a girl with a blue wig and a tootbrush', 'A young woman with blue hair uses an oversized toothbrush.', 'A woman with blue hair and a giant toothbrush', 'A woman with a blue wig brushes her teeth. ']"
245462,Male,A man in a gray jacket standing in a kitchen next to a black dog.,A man standing in a kitchen next to a dog.,A man in a kitchen with a dog.,"['A man in a gray jacket standing in a kitchen next to a black dog.', 'The dog is looking at the man holding something.', 'A man standing in a kitchen with a dog watching him.', 'A man with food in his hand and a black dog sitting nearby.', 'a man standing in a kitchen with a black dog staring at him ']"
58364,Male,A person standing in a living room with a fire place.,A man standing in a kitchen next to a table.,A man standing in a kitchen preparing food.,"['A person standing in a living room with a fire place.', 'A blurry image of a man in a room full of pots on tables.', 'A man in a large room with baskets and pottery', 'an image of a man that is going in a restaurant ', 'A man standing in a stone based kitchen at a table.']"
191842,Male,Photo taken in a car of the television on the roof.,A man in a vehicle looking at a television.,A man in a vehicle with a television in the back.,"['Photo taken in a car of the television on the roof.', 'A view of a car with a TV in it.', 'A tv mounted inside of a vehicle displaying a movie.', 'The inside of a vehicle driving down a highway with a tv playing an image.', 'A man on a television in a vehicle.']"
98280,Male,a male with glasses and a green helmet is eating a banana,A man wearing a helmet eating a banana.,A man with glasses eating a banana.,"['a male with glasses and a green helmet is eating a banana', 'A close up of a man wearing a helmet and eating a banana.', 'A man is eating a banana while wearing a helmet.', 'A man in a helmet is eating a banana.', 'A man wearing a helmet eating a ripe banana.']"
152543,Male,A group of young people are sitting on a concrete divider.,A couple of people sitting on top of a wooden bench.,A man and woman sitting on a bench next to a bicycle.,"['A group of young people are sitting on a concrete divider.', 'A picture of a person sitting down by a bike.', 'Man and a woman watch another man on his phone next to his bike. ', 'A person sitting on a wall ledge near the water with a bike next to him and tow other people sitting together on the wall a short distance from him.', 'People sitting on a concrete barrier by the ocean.']"
465179,Female,a close up of a person brushing her teeth in the bathroom,A woman is brushing her teeth in front of a mirror.,A woman brushing her teeth in front of a mirror.,"['a close up of a person brushing her teeth in the bathroom', 'A woman is brushing her teeth and posing for a picture.', 'Woman dressed in black, smiling and brushing her teeth', 'The woman brushes her teeth in the bathroom.', 'A beautiful young woman brushing her teeth in a bathroom.']"
151988,Male,A picture of two people sitting on a bench.,A group of people sitting on a bench with bags.,A man sitting on a bench with a woman on the back of it.,"['A picture of two people sitting on a bench.', 'A man sitting on a park bench next to a person laying on it with a dog.', 'A man is sitting on a bench while another takes a nap.', 'Chances are these tired travelers are also homeless.', 'two men are resting on a bench ']"
